assessid,assessorid,stockid,stocklong,recorder,daterecorded,dateloaded,assessyear,assesssource,contacts,notes,pdffile,assess,refpoints,assessmethod,assesscomments,xlsfilename,mostrecent
NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,NEFSC,RDEEPCRABNWATL,Red deepsea crab Northwestern Atlantic,CHUTE,5/27/2009,8/1/2012,1982-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0625/,,,,0,0,Count,"Crabs were counted with a camera mounted on a sled, size and sex data obtained from trawl samples. GOM was not surveyed, only the area of the current fishery.",../spreadsheets/CHUTE-DEEPSEAREDCRAB-2008-editedDR.xls,999
IEO-MURCIA-RDSHRMPMEDGSA6-1996-2011-BANOBI,IEO-MURCIA,RDSHRMPMEDGSA6,Red Shrimp Northern Spain,BANOBI,5/23/2014,1/1/2002,1996-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_ARA_GSA06_IEO.pdf,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-RDSHRMPMEDGSA6-2010-DH-edited.xls,999
AFWG-REDDEEPI-II-1985-2006-MINTO,AFWG,REDDEEPI-II,Deepwater Redfish Northeast Arctic,MINTO,4/7/2008,8/1/2012,1985-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,No analytical assessment was attempted for this stock in 2007 because it is believed that the population is well represented by the acoustic survey. There is an older assessment in the Myers I database,ICES-AFWG-2007.pdf,0,0,Survey indices,"Total abundance index is based upon length composition in the Barents Sea (Table D5a of the working group document). This index was chosen, as the CPUE and other indices are age disaggregated and not presented as a total.",../spreadsheets/MINTO-REDDEEPI-II-2007-editedDR-QAQC.xls,999
NAFO-SC-REDFISHSPP1-1965-2004-PREFONTAINE,NAFO-SC,REDFISHSPP1,Redfish species NAFO 1,PREFONTAINE,7/29/2008,8/1/2012,1965-2004,URL,contact details,Catches for 2004 are provisional. Knife-edge maturity is set at 35cm.,,0,0,Unknown,no comments,../spreadsheets/PREFONTAINE-RED1-2005-editedDR.xls,999
DFO-NFLD-REDFISHSPP23K-1959-2001-PREFONTAINE,DFO-NFLD,REDFISHSPP23K,Redfish species NAFO 23K,PREFONTAINE,8/19/2008,8/1/2012,1959-2001,URL,contact details,this is a test entry only,,0,1,Unknown,no comments,../spreadsheets/PREFONTAINE-RED23K-2001-editedDR.xls,999
NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM,NAFO-SC,REDFISHSPP3LN,Redfish species NAFO 3LN,BAUM,5/28/2009,8/1/2012,1959-2008,http://www.nafo.int/fisheries/frames/fishery.html,contact details,,,1,1,ASPIC,ASPICPower2008 chosen as final model,../spreadsheets/BAUM-REDFISHSPP3LN-2008-editedDR.xls,999
NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE,NAFO-SC,REDFISHSPP3M,Redfish species NAFO 3M,PREFONTAINE,7/28/2008,8/1/2012,1985-2006,URL,contact details,this is a test entry only,,1,0,XSA,no comments,../spreadsheets/PREFONTAINE-RED3M-2007-editedDR.xls,999
DFO-QUE-REDFISHSPP3Pn4RSTVn-1953-2000-PREFONTAINE,DFO-QUE,REDFISHSPP3Pn4RSTVn,Redfish species NAFO 3Pn4RSTVn,PREFONTAINE,7/25/2008,8/1/2012,1953-2000,URL,"Brigitte Bernier, Brigitte.Bernier@dfo-mpo.gc.ca","CPUE data in the time series was provided by Brigitte Bernier, it is the standardized catch rate in tons per hour for trawlers using a bottom trawl between october and may. CPUE-1 is for vessels larger than 100 feet and CPUE-2 is for vessels less than 65",,0,1,Survey indices,no comments,../spreadsheets/PREFONTAINE-RED3Pn4RSTVn-2001-editedDR.xls,999
AFSC-REXSOLEGA-1979-2011-HIVELY,AFSC,REXSOLEGA,Rex sole Gulf of Alaska,HIVELY,12/20/2014,1/1/2002,1979-2011,http://www.afsc.noaa.gov/REFM/Stocks/assessments.htm,NULL,NULL,REXSOLEGA-2011,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-REXSOLEGA-2011-DH-edited.xls,999
AFSC-REYEROCKBSAI-1974-2011-STACHURA,AFSC,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands,STACHURA,5/12/2011,8/15/2012,1974-2011,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIrougheye.pdf,"Paul Spencer, paul.spencer@noaa.gov",Assessed together with blackspotted rockfish (Sebastes melanostictus),,1,1,AD-CAM,Rougheye was split into two species but assessed as one. Other spp: Sebastes melanostictus,/home/srdbadmin/srdb/spreadsheets/STACHURA-REYEROCKBSAI-2010-DH-edited.xls,999
AFSC-REYEROCKGA-1974-2010-STACHURA,AFSC,REYEROCKGA,Rougheye rockfish Gulf of Alaska,STACHURA,5/5/2010,8/28/2012,1974-2010,http://www.afsc.noaa.gov/REFM/docs/2010/GOArougheye.pdf,Kalei Shotwell,NULL,,1,1,AD-CAM,"(1) The rougheye rockfish complex also includes blackspotted rockfish, Sebastes melanostictus, in both the catch and in the assessment. These two species were only recently distinguished, so have been treated as one in this time series; (2) The 2010 repor",/home/srdbadmin/srdb/spreadsheets/STACHURA-REYEROCKGA-2010-DH-edited.xls,999
SEFSC-RGROUPGM-1986-2005-JENSEN,SEFSC,RGROUPGM,Red grouper Gulf of Mexico,JENSEN,11/22/2008,8/1/2012,1986-2005,http://www.sefsc.noaa.gov/sedar/download/S12SAR1%20Gulf%20Red%20Grouper%20Completev2.pdf?id=DOCUMENT,,from Fogarty database,,1,1,ASAP,,../spreadsheets/JENSEN-RGROUPGM-2006-editedDR-QAQC.xls,999
SEFSC-RGROUPSATL-1976-2009-HIVELY,SEFSC,RGROUPSATL,Red grouper South Atlantic,HIVELY,5/7/2014,12/31/2001,1976-2009,http://www.sefsc.noaa.gov/sedar/,NULL,NULL,Red_grouper_SAR_FINAL.pdf,1,1,BAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-RGROUPSATL-2009-DH-edited.xls,999
FAJ-RHERRTSST-1976-2010-ONO,FAJ,RHERRTSST,Round herring Tsushima Strait,ONO,9/17/2012,10/19/2012,1976-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-RHERRTSST-2010-DH-edited.xls,999
AFSC-RKCRABBB-1960-2008-JENSEN,AFSC,RKCRABBB,Red king crab Bristol Bay,JENSEN,4/13/2009,8/1/2012,1960-2008,http://www.fakr.noaa.gov/npfmc/membership/plan_teams/CPT/CRABSAFE2008.pdf,,,,1,1,LBA,,../spreadsheets/JENSEN-RKCRABBB-2008-editedDR-QAQC.xls,999
AFSC-RKCRABNS-1976-2008-JENSEN,AFSC,RKCRABNS,Red king crab Norton Sound,JENSEN,4/13/2009,8/1/2012,1976-2008,http://www.fakr.noaa.gov/npfmc/membership/plan_teams/CPT/CRABSAFE2008.pdf,,,,1,1,LBA,,../spreadsheets/JENSEN-RKINGCRABNS-2008-editedDR-QAQC.xls,999
AFSC-RKCRABPI-1981-2009-JENSEN,AFSC,RKCRABPI,Red king crab Pribilof Islands,JENSEN,4/13/2009,8/1/2012,1981-2009,http://www.fakr.noaa.gov/npfmc/membership/plan_teams/CPT/CRABSAFE2008.pdf,,,,0,1,Survey indices,,../spreadsheets/JENSEN-RKCRABPI-2008-editedDR-QAQC.xls,999
FAO-DRSS-RPANDWASG2-1990-2007-CHING,FAO-DRSS,RPANDWASG2,Red Pandora West Africa Subgroup 2,CHING,1/22/2014,1/1/2002,1990-2007,NULL,NULL,"CPUE-kg/day is trawlers, CPUE-kg/trip is artisanal",FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-RPANDWASG2-2007-DH-edited.xls,999
SEFSC-RPORGYSATLC-1972-2012-HIVELY,SEFSC,RPORGYSATLC,Red porgy Southern Atlantic coast,HIVELY,12/29/2014,1/1/2002,1972-2012,http://www.sefsc.noaa.gov/sedar/download/SEDAR01_red.porgy.2012update.pdf?id=DOCUMENT,NULL,NULL,RPORGYSATLC-2012,1,1,BAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-RPORGYSATLC-2012-DH-edited.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA1,Red rock lobster New Zealand area CRA1,JENSEN,4/7/2009,8/1/2012,1945-2001,received from contact,Pall Starr - paul@starrfish.net,fpcs.fish.govt.nz/science/documents//2003%20FARs/03_41_FAR.pdf,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA1-2001-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA2,Red rock lobster New Zealand area CRA2,JENSEN,4/7/2009,8/1/2012,1945-2001,received from contact,Pall Starr - paul@starrfish.net,fpcs.fish.govt.nz/science/documents//2003%20FARs/03_41_FAR.pdf,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA2-2001-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA3,Red rock lobster New Zealand area CRA3,JENSEN,4/7/2009,8/1/2012,1945-2007,received from contact,Pall Starr - paul@starrfish.net,http://fs.fish.govt.nz/Page.aspx?pk=113&dk=21897,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA3-2007-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA4,Red rock lobster New Zealand area CRA4,JENSEN,4/7/2009,8/1/2012,1945-2005,received from contact,Pall Starr - paul@starrfish.net,,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA4-2005-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA5,Red rock lobster New Zealand area CRA5,JENSEN,4/7/2009,8/1/2012,1945-2002,received from contact,Pall Starr - paul@starrfish.net,,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA5-2002-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA7,Red rock lobster New Zealand area CRA7,JENSEN,4/7/2009,8/1/2012,1976-2005,received from contact,Pall Starr - paul@starrfish.net,,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA7-2005-editedDR.xls,999
NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN,NZMFishLOBSTERWG,RROCKLOBSTERCRA8,Red rock lobster New Zealand area CRA8,JENSEN,4/7/2009,8/1/2012,1976-2005,received from contact,Pall Starr - paul@starrfish.net,,,1,0,MSLM,,../spreadsheets/JENSEN-RROCKLOBSTERCRA8-2005-editedDR.xls,999
SARDI-RROCKLOBSTERSAUSNZ-1966-2010-BANOBI,SARDI,RROCKLOBSTERSAUSNZ,Rock Lobster South Australia Northern Zone,BANOBI,10/31/2011,9/23/2012,1966-2010,http://www.sardi.sa.gov.au/__data/assets/pdf_file/0006/148929/Northern_Zone_Rock_Lobster_Jasus_edwardsii_Fishery_Status_Report_2009_10_-_Status_Report_to_PIRSA_Fisheries.pdf and,Adrian Linnane (PIRSA-SARDI); Adrian.Linnane@sa.gov.au,"There is a second assessment source, more detailed but one year older, at http://www.sardi.sa.gov.au/__data/assets/pdf_file/0008/139778/No_475_Northern_Zone_Rock_Lobster_2008_09_Fishery_Assessment_Report.pdf.  Time series are from the qR model.",,1,0,qR,"Two models are used, but time series are from the qR model.  The assessment gives target and limit reference points for CPUE and for the ""pre-recruit index"", but not for any of the quantities (biomass, exploitation rate, etc,) estimated by the model.",/home/srdbadmin/srdb/spreadsheets/BANOBI-RROCKLOBSTERSAUSNZ-2010-DH-edited.xls,999
SARDI-RROCKLOBSTERSAUSSZ-1965-2010-BANOBI,SARDI,RROCKLOBSTERSAUSSZ,Rock Lobster South Australia Southern Zone,BANOBI,10/31/2011,9/23/2012,1965-2010,http://www.sardi.sa.gov.au/__data/assets/pdf_file/0007/148930/Southern_Zone_Rock_Lobster_Jasus_edwardsii_Fishery_Status_Report_2009_10_-_Status_Report_to_PIRSA_Fisheries.pdf,Adrian Linnane (PIRSA-SARDI); Adrian.Linnane@sa.gov.au,"There is a second assessment source, more detailed but one year older, at http://www.sardi.sa.gov.au/__data/assets/pdf_file/0009/139779/No_476_Southern_Zone_Rock_Lobster_Fishery_2008_09._Fishery_assessment_report_to_PIRSA.pdf",,1,0,qR,"Two models are used, but time series are from the qR model.  The assessment gives target and limit reference points for CPUE and for the ""pre-recruit index"", but not for any of the quantities (biomass, exploitation rate, etc,) estimated by the model.",/home/srdbadmin/srdb/spreadsheets/BANOBI-RROCKLOBSTERSAUSSZ-2010-DH-edited.xls,999
FAO-SPNWA-RSARDINWA-1990-2010-CHING,FAO-SPNWA,RSARDINWA,Round Sardinella West Africa,CHING,10/22/2013,1/1/2002,1990-2010,NULL,NULL,NULL,FAO West African Pelagics North 2011.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-RSARDINWA-2010-DH-edited.xls,999
GRP4-RSHRMPMEDGSA12-16-2007-2011-BANOBI,GRP4,RSHRMPMEDGSA12-16,Deep-water Rose Shrimp GSA 12-16,BANOBI,5/28/2014,1/1/2002,2007-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_DPS_GSA12-13-14-15-16_MEDSUDMED_INSTM_IAMC-CNR_MRRA.pdf,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-RSHRMPMEDGSA12-16-2011-DH-edited.xls,999
GRP5-RSHRMPMEDGSA18-2008-2011-BANOBI,GRP5,RSHRMPMEDGSA18,Deep-water Rose Shrimp Southern Adriatic Sea,BANOBI,5/28/2014,1/1/2002,2008-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_DPS_GSA18_COISPA_ADRIAMED_IBMK_UBT.pdf,1,1,VIT,"assessment output includes a 4-year time series of F.  F for final year is compared with F0.1, which is obtained through YPR analysis.  There is a separate YPR figure for each year, and it appears that the F0.1 values vary slightly.  Only the F0.1 for 2011 is reported.",/home/srdbadmin/srdb/spreadsheets/BANOBI-RSHRMPMEDGSA18-2011-DH-edited.xls,999
NEFSC-RSKATMATLC-1967-2005-SOSEBEE,NEFSC,RSKATMATLC,Rosette skate Mid-Atlantic Coast,SOSEBEE,4/21/2009,8/1/2012,1967-2005,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,,0,0,Survey indices,,../spreadsheets/SOSBEE-ROSETTESKATE-2007-editedDR.xls,999
SEFSC-RSNAPGM-1872-2011-HIVELY,SEFSC,RSNAPGM,Red snapper Gulf of Mexico,HIVELY,5/22/2014,12/31/2001,1872-2011,http://www.sefsc.noaa.gov/sedar/,NULL,NULL,SEDAR 31 SAR- Gulf Red Snapper_sizereduced.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-RSNAPGM-2011-DH-edited.xls,999
SEFSC-RSNAPSATLC-1954-2010-HIVELY,SEFSC,RSNAPSATLC,Red snapper Southern Atlantic coast,HIVELY,12/27/2014,1/1/2002,1954-2010,http://www.sefsc.noaa.gov/sedar/download/SEDAR%2024_SAR_October%202010_26.pdf?id=DOCUMENT,NULL,NULL,RSNAPSATLC-2010,1,1,BAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-RSNAPSATLC-2010-DH-edited.xls,999
DFO-PAC-RSOLEHSTR-1945-2001-COLLIE,DFO-PAC,RSOLEHSTR,Rock sole Hecate Strait,COLLIE,4/21/2008,8/1/2012,1945-2001,received from Contact,"Jeff Fargo, Pacific Biological Station <Jeff.Fargo@dfo-mpo.gc.ca>",this is a test entry only,Flat99.pdf,1,1,TSA,no comments,../spreadsheets/COLLIE-RSOLEHSTR-2001-editedDR-QAQC.xls,
IFOP-RSQLOBSTERCH-1968-2012-CHING,IFOP,RSQLOBSTERCH,Red Squat Lobster Chile Region V-VIII,CHING,3/18/2013,1/1/2002,1968-2012,NULL,NULL,Region V-VIII,__Segundo_Informe_Estatus2013_Langostino colorado_,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-RSQLOBSTERCH-2012-DH-edited.xls,999
MARAM-SAABALONESA-1951-2013-Brandao,MARAM,SAABALONESA,Abalone South Africa,Brandao,1/24/2014,12/31/2001,1951-2013,www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SWG-AB_12.pdf,Anabela Brandao (anabela.brandao@uct.ac.za),NULL,FISHERIES/2013/AUG/SWG-AB/12.pdf,1,1,ASPM,NULL,/home/srdbadmin/srdb/spreadsheets/Brandao-SAABALONESA-2014-DH-edited.xls,999
AFSC-SABLEFEBSAIGA-1958-2010-STACHURA,AFSC,SABLEFEBSAIGA,Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,STACHURA,3/23/2011,8/20/2012,1958-2010,http://www.afsc.noaa.gov/REFM/docs/2010/GOAsablefish.pdf,Dana Hanselman,,,1,1,AD-CAM,no comments,/home/srdbadmin/srdb/spreadsheets/STACHURA-SABLEFEBSAIGA-2010-DH-edited.xls,999
DFO-PAC-SABLEFPCAN-1913-2010-HIVELY,DFO-PAC,SABLEFPCAN,Sablefish Pacific Coast of Canada,HIVELY,8/15/2013,8/23/2013,1913-2010,NULL,NULL,Biometrics taken from Scenario 1: Baseline results,2011_063-Coxetal.pdf,1,1,BSPM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SABLEFPCAN-2010-DH-edited.xls,999
NWFSC-SABLEFPCOAST-1900-2011-STACHURA,NWFSC,SABLEFPCOAST,Sablefish Pacific Coast,STACHURA,12/21/2011,8/11/2012,1900-2011,"received from assessment author, assessment is not yet publicly available on the PFMC website","Ian Stewart, Ian.Stewart@noaa.gov","assessment received from assessment author, assessment is not yet publicly available on the PFMC website",NWFSC-SABLEFPCOAST-2011.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/NWFSC-SABLEFPCOAST-2011-DH-edited.xls,999
ICCAT-SAILEATL-1956-2010-CHING,ICCAT,SAILEATL,Sailfish Eastern Atlantic,CHING,9/28/2012,11/2/2012,1956-2010,www.iccat.int/Documents/SCRS/DetRep/DET-SAI.pdf,John Walter (john.f.walter@noaa.gov) and  Mauricio Ortiz (mauricio.ortiz@iccat.int),NULL,"SCRS-2009-012-Report-of-the-2009-sailfish-stock-assessment-(Recife, Brazil, June 1-5, 2009).",1,1,BSPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SAILEATL-2012-DH-edited.xls,999
ICCAT-SAILWATL-1956-2010-CHING,ICCAT,SAILWATL,Sailfish Western Atlantic,CHING,9/28/2012,11/2/2012,1956-2010,www.iccat.int/Documents/SCRS/DetRep/DET-SAI.pdf,John Walter (john.f.walter@noaa.gov) and  Mauricio Ortiz (mauricio.ortiz@iccat.int),NULL,"SCRS-2009-012-Report-of-the-2009-sailfish-stock-assessment-(Recife, Brazil, June 1-5, 2009).",1,1,BSPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SAILWATL-2012-DH-edited.xls,999
FAO-SPNWA-SARDINWA-1990-2010-CHING,FAO-SPNWA,SARDINWA,Sardinella West Africa,CHING,10/22/2013,1/1/2002,1990-2010,NULL,NULL,NULL,FAO West African Pelagics North 2011.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SARDINWA-2010-DH-edited.xls,999
CNR-IAMC-SARDMEDGSA16-1998-2011-BANOBI,CNR-IAMC,SARDMEDGSA16,Sardine South of Sicily,BANOBI,5/16/2014,1/1/2002,1998-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_PIL_GSA16_CNR-IAMC.pdf,1,1,NELOG,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-SARDMEDGSA16-2011-DH-edited.xls,999
GRP3-SARDMEDGSA17-1999-2011-BANOBI,GRP3,SARDMEDGSA17,Sardine Northern Adriatic Sea,BANOBI,5/16/2014,1/1/2002,1999-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,"ICA main time series, VPA alternate time series.",2012_PIL_GSA17_CNR-ISMAR_IZOR_ZZRS_ADRIAMED.pdf,1,1,ICA,VPA is also used.,/home/srdbadmin/srdb/spreadsheets/BANOBI-SARDMEDGSA17-2011-DH-edited.xls,999
IFREMER-SARDMEDGSA7-1993-2012-BANOBI,IFREMER,SARDMEDGSA7,Sardine Gulf of Lions,BANOBI,5/15/2014,1/1/2002,1993-2012,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_PIL_GSA07_IFREMER.pdf,1,1,Acoustic,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-SARDMEDGSA7-2012-DH-edited.xls,999
SWFSC-SARDPCOAST-1981-2007-PINSKY,SWFSC,SARDPCOAST,Pacific sardine Pacific Coast,PINSKY,3/27/2009,8/1/2012,1981-2007,http://swfsc.noaa.gov/publications/TM/SWFSC/NOAA-TM-NMFS-SWFSC-413.PDF,,,,1,1,SS2,previously used ASAP model,../spreadsheets/PINSKY-SARDPCOAST-2007-editedDR.xls,999
WGMHSA-SARDPVIIIc-IXa-1978-2011-NEUBAUER,WGMHSA,SARDPVIIIc-IXa,European pilchard ICES VIIIc-IXa,NEUBAUER,7/21/2011,12/12/2012,1978-2011,http://www.ices.dk/reports/ACOM/2011/WGANSA/Sec%206%20-%20Sardine%20in%20VIIIc%20and%20IXa.pdf,NULL,NULL,,1,0,AMCI,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SARDPVIIIc-IXa-2011-DH-edited.xls,999
MARAM-SARDSA-1984-2011-deMoor,MARAM,SARDSA,Sardine South Africa,deMoor,1/15/2014,12/31/2001,1984-2011,www.mth.uct.ac.za/maram/pub/2012/FISHERIES_2012_SEP_SWG-PEL_48.pdf,Carryn de Moor (c.l.demoor@telkomsa.net),NULL,FISHERIES_2012_SEP_SWG-PEL_48.pdf,1,1,ASPM,"Results are given from a single-stock assessment.  There is also a two-stock assessment, but the total population trends are the same for both assessments (though K is not)",/home/srdbadmin/srdb/spreadsheets/deMoor-SARDSA-2013-DH-edited.xls,999
FAO-SPNWA-SARDWAZAB-1990-2010-CHING,FAO-SPNWA,SARDWAZAB,Sardine West Africa Zone A+B,CHING,10/22/2013,1/1/2002,1990-2010,NULL,NULL,NULL,FAO West African Pelagics North 2011.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SARDWAZAB-2010-DH-edited.xls,999
FAO-SPNWA-SARDWAZC-1990-2010-CHING,FAO-SPNWA,SARDWAZC,Sardine West Africa Zone C,CHING,10/22/2013,1/1/2002,1990-2010,NULL,NULL,NULL,FAO West African Pelagics North 2011.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SARDWAZC-2010-DH-edited.xls,999
FAJ-SAURNWPAC-1980-2010-ONO,FAJ,SAURNWPAC,Pacific saury Northwest Pacific,ONO,9/17/2012,10/19/2012,1980-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-SAURNWPAC-2010-DH-edited.xls,999
SEFSC-SBARSHARATL-1975-2004-FAUCONNET,SEFSC,SBARSHARATL,Sandbar shark Atlantic,FAUCONNET,4/29/2009,8/1/2012,1975-2004,http://www.sefsc.noaa.gov/sedar/,,,,1,1,SPASM,,../spreadsheets/FAUCONNET-SBARSHARATL-2006-editedDR.xls,999
SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH,SWFSC,SBELLYROCKPCOAST,Shortbelly rockfish Pacific Coast,BRANCH,11/24/2008,1/14/2013,1950-2005,http://www.pcouncil.org/groundfish/gfsafe1008/shortbellyTM2007.pdf,"John Field, John.Field@noaa.gov",,,1,1,SS2,,/home/srdbadmin/srdb/spreadsheets/BRANCH-SBELLYROCKPCOAST-2007-editedDR.xls,999
IFOP-SBREAMCH-1989-2011-CHING,IFOP,SBREAMCH,Deepwater Cardinalfish Chile,CHING,3/25/2013,1/1/2002,1989-2011,NULL,NULL,NULL,Segundo_besugo_2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SBREAMCH-2011-DH-edited.xls,999
CCSBT-SC-SBT-1950-2011-CHING,CCSBT-SC,SBT,Southern bluefin tuna Southern Oceans,CHING,9/28/2012,11/22/2012,1950-2011,NULL,NULL,NULL,NULL,1,1,SCA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SBT-2012-DH-edited.xls,999
NZMFishMIDDEPTHSWG-SBWHITACIR-1978-2011-CHING,NZMFishMIDDEPTHSWG,SBWHITACIR,Southern blue whiting Campbell Island Rise,CHING,2/20/2013,8/23/2013,1978-2011,http://fs.fish.govt.nz/Page.aspx?pk=113&dk=23096,NULL,NULL,May 2012 Plenary Online - Volume 3,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SBWHITACIR-2012-DH-edited.xls,999
INIDEP-SBWHITARGS-1985-2007-Parma,INIDEP,SBWHITARGS,Southern blue whiting Southern Argentina,Parma,12/30/2008,8/1/2012,1985-2007,URL,Analia Giussi- agiussi@inidep.edu.ar,,,1,1,VPA,no comments,../spreadsheets/Parma-POLACA-ARG-S-2008-editedDR-QAQC.xls,999
NEFSC-SCALL5ZMAB-1964-2013-HIVELY,NEFSC,SCALL5ZMAB,Sea scallop Georges Bank and Mid-Atlantic Bight,HIVELY,12/27/2014,1/1/2002,1964-2013,http://nefsc.noaa.gov/publications/crd/crd1409/partb.pdf,NULL,NULL,SCALL5ZMAB-2014,1,1,SYM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SCALL5ZMAB-2014-DH-edited.xls,999
DFO-NFLD-SCALLGB-1978-2007-ANDERSON,DFO-NFLD,SCALLGB,Sea scallop Georges Bank,ANDERSON,1/14/2011,9/6/2012,1978-2007,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2009/2009_034-eng.htm,,,,1,0,Delay difference,Model was compared to surplus production and ADAPT VPA models which are also available in the assessment.,/home/srdbadmin/srdb/spreadsheets/ANDERSON-SCALLGB-2009-DH-edited.xls,999
NIWA-SCMPBP-1985-2010-CORDUE,NIWA,SCMPBP,Scampi Bay of Plenty,CORDUE,9/3/2012,9/30/2012,1985-2010,https://fs.fish.govt.nz/Doc/22972/12_01_FAR.pdf.ashx,Ian Tuck <Ian.Tuck@niwa.co.nz>,NULL,12_01_FAR.pdf,1,1,CASAL,"SCI1 assessment, length-based model in CASAL",/home/srdbadmin/srdb/spreadsheets/CORDUE-SCAMPISCI1NZ-2012-DH-edited.xls,999
NIWA-SCMPWHB-1985-2010-CORDUE,NIWA,SCMPWHB,Scampi Wairapa/Hawke Bay,CORDUE,9/6/2012,9/30/2012,1985-2010,https://fs.fish.govt.nz/Doc/22972/12_01_FAR.pdf.ashx,Ian Tuck <Ian.Tuck@niwa.co.nz>,NULL,12_01_FAR.pdf,1,1,CASAL,"SCI2 assessment, length-based model in CASAL",/home/srdbadmin/srdb/spreadsheets/CORDUE-SCAMPISCI2NZ-2012-DH-edited.xls,999
